Ticker,Name,Industry,Year,Financial Statement,Cash,Short Term Investment Cash,Cash & Short Term Investments,Accounts Receivables,Inventories,Other Current Assets,Total Current Assets,"Gross Property, Plant and Equipment",Total Depreciation,Intangible Assets,Total Other Assets,Total Assets,Accounts Payable,Short Term Debt,Accrued Expenses (Liability),Other Current Liabilities,Other Liabilities,Long Term Debt,Deferred Taxes (Liability),Other Liabilities 1,Total Liabilities,Minority Interest (Equity),Preferred Stock (Equity),Common Equity,Total Shareholder Equity,Common Shares Outstanding,Prepaid Expenses,Cash Due From Banks (Asset),Ticker (Income Statement Data),Year (Income Statement Data),Financial Statement (Income Statement Data),Net Revenues,Cost of Goods Sold,Depreciation And Amortization Expense,Gross Income,General Expenses,Research And Development Expense,Total Operating Expenses,Operating Income,Extraordinary Credit,Extraordinary Charge,Interest Expense On Debt,Other Non-Operating Expenses,Pre-Tax Income,Income Tax Expense,Net Income,Shares To Calculate EPS,Shares To Calculate EPS Diluted,Earnings Per Share,Diluted Earnings Per share,Discontinued Operations,Extraordinary Items,Minority Interest,Pre-Tax Equity Earnings,Equity In Earnings,Other Operating Expenses,Preferred Dividend,Other Operating Income,Loan Loss Provision,Interest Expense Total,Interest Income,Non-Interest Income Total,Non-Interest Expense,Underwriting Expenses,Premiums Earned,Claim And Loss,Asset Turnover for Industry,Net Income for Industry,Equity for Industry,Sales for Industry,Assets for Industry,Positive Net Income,ROE for Industry,ROE (Income/Equity),Profit Margin (Income/Sales),Asset Turnover (Sales/Assets),Financial Leverage (Assets/Equity),Financial Leverage for Industry,Profit Margin for Industry
ORCL,Oracle Corp.,Technology,2014,Balance Sheet,17800000000,3200000000,38800000000,7000000000,189000000,2100000000,48100000000,6200000000,-3200000000,35800000000,38300000000,90300000000,471000000,1500000000,100000000,9900000000,14400000000,22700000000,-579000000,4800000000,42900000000,-98000000,0,46900000000,46900000000,4500000000,0,0,ORCL,2014,Income Statement,38300000000,6600000000,2900000000,28700000000,13800000000,5200000000,23300000000,15000000000,0,-224000000,914000000,-306000000,13800000000,-2700000000,11000000000,4500000000,4600000000,2,2,0,0,-98000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
AAPL,Apple Inc.,Technology,2014,Balance Sheet,10200000000,-415000000,25100000000,27200000000,2100000000,14100000000,68500000000,39000000000,-18400000000,8800000000,12500000000,231800000000,30200000000,6300000000,7500000000,25700000000,63400000000,29000000000,-20300000000,4600000000,120300000000,0,0,111500000000,111500000000,5900000000,0,0,AAPL,2014,Income Statement,183200000000,104600000000,7900000000,70700000000,18000000000,6000000000,130600000000,52700000000,-??,-205000000,384000000,-380000000,53500000000,-14000000000,39500000000,6100000000,6100000000,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
ACY,Aerocentury Corp.,Technology,2014,Balance Sheet,1800000,-272200,1800000,2000000,0,0,3900000,225700000,-39000000,0,11200000,204900000,2800000,0,190600,5400000,8200000,133400000,-8600000,2100000,170000000,0,0,34800000,34800000,1500000,0,0,ACY,2014,Income Statement,25300000,7500000,7300000,10500000,6800000,0,22100000,3200000,0,-18700000,5100000,3200000,-17200000,-6000000,-11300000,1500000,1500000,-7,-7,0,0,0,0,0,465200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
CUDA,Barracuda Networks Inc.,Technology,2014,Balance Sheet,135900000,105800000,135900000,27800000,5600000,33900000,204400000,28400000,-7800000,44400000,96600000,350100000,13700000,237000,9400000,176900000,199700000,4600000,-28400000,5700000,355700000,-761000,0,-5700000,-5700000,51000000,1100000,0,CUDA,2014,Income Statement,233800000,44700000,9100000,180000000,191000000,47100000,244800000,-11000000,0,--,310000,361000,-11000000,-6600000,-3600000,35400000,35400000,0,0,0,0,-761000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-61,0,0
CNET,ChinaNet Online Holdings Inc.,Technology,2014,Balance Sheet,5000000,1600000,8500000,10900000,0,237000,27700000,3700000,-2800000,16900000,16900000,47400000,782000,817000,197000,6300000,10400000,0,-73000,143000,11500000,-154000,0,36200000,36200000,29000000,8100000,0,CNET,2014,Income Statement,38900000,31200000,1400000,6200000,15500000,2700000,48200000,-9300000,0,-5600000,52000,238000,-14600000,-653000,-13700000,22400000,22400000,-1,-1,0,0,-154000,0,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CVLT,CommVault Systems Inc.,Technology,2014,Balance Sheet,457700000,23800000,482700000,118500000,0,29300000,630500000,120600000,-31700000,0,7200000,755400000,1200000,0,40400000,206500000,243500000,0,-28700000,5800000,292800000,0,0,462600000,462600000,47100000,0,0,CVLT,2014,Income Statement,586300000,74200000,6200000,506000000,405800000,55100000,486200000,100200000,0,0,0,242000,101300000,-37200000,64100000,47000000,49600000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
COYN,COPsync Inc.,Technology,2014,Balance Sheet,586500,173400,587500,223600,246100,24100,1200000,328700,-152800,0,149000,1600000,1500000,808500,0,2500000,4900000,764400,0,0,6800000,0,47,-5200000,-5200000,4000000,147100,0,COYN,2014,Income Statement,5900000,3200000,483900,2300000,6300000,2000000,10000000,-4100000,0,--,177300,0,-4200000,0,-4200000,3700000,3700000,-1,-1,0,0,0,0,0,0,-105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,0,0,0
GRPN,Groupon Inc.,Technology,2014,Balance Sheet,1100000000,-174600000,1100000000,164700000,57100000,45900000,1400000000,377600000,-195100000,558400000,572500000,2200000000,21900000,14900000,1100000000,1200000000,1300000000,23400000,-41100000,17600000,1500000000,-9200000,0,762800000,762800000,674200000,49700000,0,GRPN,2014,Income Statement,3200000000,1500000000,144900000,1500000000,1500000000,0,3200000000,-13600000,0,-3300000,907000,-31500000,-48200000,-15700000,-73100000,674800000,674800000,0,0,0,0,-9200000,-459000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
IDN,Intelligchekc Mobilisa Inc.,Technology,2014,Balance Sheet,3000000,2700000,3000000,792100,115000,108900,4000000,1800000,-1400000,11400000,11500000,15800000,45200,0,606500,1700000,2100000,0,0,0,2700000,0,0,13100000,13100000,4900000,0,0,IDN,2014,Income Statement,6600000,1900000,1200000,3600000,7000000,1800000,10100000,-3400000,0,-4200000,0,0,-7600000,0,-7600000,4800000,4800000,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0
LTRX,Lantronix Inc.,Technology,2014,Balance Sheet,6300000,1000000,6300000,4000000,8400000,524000,19200000,7700000,-6200000,9500000,9600000,30700000,4500000,47000,2300000,3500000,10400000,7000,-400000,0,10500000,0,0,20200000,20200000,14800000,0,0,LTRX,2014,Income Statement,44500000,21700000,895000,21900000,22700000,6700000,45400000,-816000,0,--,28000,-28000,-872000,-61000,-933000,14700000,14700000,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
PCTY,Paylocity Holding Corporation,Technology,2014,Balance Sheet,78800000,71300000,78800000,756000,0,420700000,500300000,24900000,-11700000,14400000,14800000,528200000,2100000,0,10700000,431000000,433100000,0,-714000,0,437000000,0,0,91100000,91100000,49600000,0,0,PCTY,2014,Income Statement,108700000,48800000,6300000,53600000,60600000,10400000,115700000,-7000000,0,0,0,163000,-6900000,-255000,-7100000,36700000,36700000,0,0,0,0,0,0,0,0,-2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
PEGA,Pegasystems Inc.,Technology,2014,Balance Sheet,114600000,34400000,211200000,159300000,0,22500000,393100000,53700000,-23500000,92500000,95300000,587800000,4800000,0,18800000,166400000,229600000,0,-69300000,42600000,293100000,0,0,294700000,294700000,76400000,0,0,PEGA,2014,Income Statement,590000000,169500000,23400000,397100000,344900000,108600000,537800000,52200000,0,-1200000,0,-3700000,48000000,-14700000,33300000,76300000,78500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
RBCN,Rubicon Technology Inc.,Technology,2014,Balance Sheet,22100000,3300000,45100000,8300000,30900000,1000000,85400000,177200000,-69600000,0,1800000,194900000,3800000,0,828000,1200000,5800000,0,-593000,0,6300000,0,0,188600000,188600000,26100000,0,0,RBCN,2014,Income Statement,45700000,61700000,13600000,-29700000,13200000,1900000,88600000,-42900000,0,--,0,-1100000,-43900000,-78000,-44000000,25800000,25800000,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
SEDG,SolarEdge Technologies Inc.,Technology,2014,Balance Sheet,11400000,-3400000,11400000,30400000,25500000,2000000,69300000,12300000,-6900000,0,394000,75000000,36800000,16800000,5400000,14100000,72900000,4200000,0,0,94100000,0,116200000,-135300000,-19100000,39100000,0,0,SEDG,2014,Income Statement,133200000,109300000,2000000,22000000,39500000,18500000,150800000,-17500000,0,-1100000,2000000,-522000,-21200000,-220000,-21400000,39100000,39100000,-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-4,0,0
STAF,Staffing 360 Solutions Inc.,Technology,2014,Balance Sheet,1300000,1100000,1300000,17000000,0,881300,19200000,534100,-79500,22100000,24000000,43700000,5600000,15000000,0,2400000,26700000,4400000,0,1900000,33100000,-9600,0,10000000,10000000,3300000,0,0,STAF,2014,Income Statement,45800000,44300000,1200000,265100,6600000,0,52100000,-6300000,0,-3500000,2700000,0,-12600000,-70000,-12700000,1900000,1900000,-7,-7,0,0,-9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,4,0,0
TBI,TrueBlue Inc.,Technology,2014,Balance Sheet,19700000,-102300000,21200000,370400000,0,24200000,415800000,162900000,-101500000,378400000,382300000,1100000000,50300000,2300000,0,65000000,187200000,199400000,-19800000,10600000,597300000,0,0,469300000,469300000,41500000,0,0,TBI,2014,Income Statement,2200000000,1600000000,29500000,507500000,420600000,0,2100000000,86900000,0,-5200000,3200000,0,81800000,-16200000,65700000,40700000,41200000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
WEB,Web.com Group Inc.,Technology,2014,Balance Sheet,22500000,8700000,22500000,16900000,0,28800000,78700000,97800000,-53800000,997400000,1100000000,1200000000,9900000,6200000,14900000,237400000,259500000,501100000,-111500000,6900000,1100000000,0,0,174100000,174100000,52100000,10600000,0,WEB,2014,Income Statement,543900000,191800000,74800000,277400000,237500000,29700000,504100000,39900000,0,-4000000,26700000,0,9100000,-21500000,-12500000,50900000,50900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
SAAS,inContact Inc.,Technology,2014,Balance Sheet,32500000,-16700000,32500000,28100000,0,7000000,67600000,92200000,-57100000,64000000,66100000,168800000,11000000,4100000,6100000,15000000,40200000,18500000,-795000,0,65300000,0,0,103400000,103400000,61000000,0,0,SAAS,2014,Income Statement,171800000,71100000,17200000,83500000,102000000,22400000,190300000,-18500000,146000,-934000,365000,3000,-19600000,-9100000,-10600000,59000000,59000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
IBM,International Business Machines Corp.,Technology,2014,Balance Sheet,8500000000,-2200000000,8500000000,31800000000,2100000000,7000000000,49400000000,39000000000,-28300000000,33700000000,39600000000,117500000000,6900000000,5700000000,6000000000,17900000000,39600000000,35100000000,-4500000000,5400000000,105500000000,0,0,11900000000,11900000000,990500000,0,0,IBM,2014,Income Statement,92800000000,42600000000,4500000000,45700000000,26600000000,5200000000,73700000000,19100000000,155000000,-2800000000,579000000,4000000000,20000000000,-4200000000,12000000000,1000000000,1000000000,12,12,-3700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,0,0
DDAY,DraftDay Fantasy Sports Inc.,Technology,2014,Balance Sheet,5000000,-1400000,5000000,4000000,0,0,10000000,3900000,-1300000,65400000,65800000,200700000,7800000,15000000,0,10600000,33500000,0,-162000,1300000,160900000,0,0,39800000,39800000,15700000,949000,0,DDAY,2014,Income Statement,18000000,2300000,5900000,9800000,73600000,0,81800000,-63800000,16300000,-2100000,2900000,-16000000,-68300000,-92000,-68400000,3200000,3200000,-21,-21,0,0,0,0,0,0,-352000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,0,5,0,0
TSM,Taiwan Semiconductor Manufacturing Co. Ltd. ADR,Technology,2014,Balance Sheet,11400000000,3800000000,13800000000,3600000000,2100000000,246300000,19800000000,68500000000,-42600000000,428100000,466200000,47300000000,692200000,1100000000,790300000,2700000000,6400000000,6800000000,-159100000,835400000,14200000000,-3900000,0,33100000000,33100000000,5200000000,0,0,TSM,2014,Income Statement,25100000000,6600000000,6600000000,11900000000,2200000000,1900000000,15300000000,9800000000,332300000,-449700000,106600000,176300000,9800000000,-1300000000,8700000000,5200000000,5200000000,2,2,0,0,-3900000,0,130100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
FB,Facebook Inc.,Technology,2014,Balance Sheet,4300000000,992000000,11200000000,1700000000,0,793000000,13700000000,5800000000,-1800000000,21900000000,22500000000,40200000000,378000000,114000000,164000000,610000000,1400000000,119000000,-987000000,1600000000,4100000000,0,0,36100000000,36100000000,2800000000,0,0,FB,2014,Income Statement,12500000000,944000000,1200000000,10300000000,5300000000,2700000000,7500000000,5000000000,34000000,-??,23000000,-88000000,4900000000,-2000000000,2900000000,2600000000,2700000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
FSNN,Fusion Telecommunications International Inc.,Technology,2014,Balance Sheet,0,268100,6400000,7100000,0,230100,14500000,23100000,-9700000,42800000,44000000,73700000,3000000,1900000,4200000,7200000,12400000,44300000,0,3800000,60500000,0,268,13300000,13300000,7300000,697600,0,FSNN,2014,Income Statement,92100000,49600000,11000000,31400000,33200000,0,93800000,-1800000,5200000,0,6000000,60500,-2500000,-26100,-2600000,7100000,7100000,-1,-1,0,0,0,0,0,0,-1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
CSCO,Cisco Systems Inc.,Technology,2014,Balance Sheet,6700000000,-1200000000,52100000000,9300000000,1600000000,4100000000,67100000000,12500000000,-9300000000,27500000000,28300000000,105100000000,1000000000,508000000,0,14900000000,19800000000,20400000000,-1300000000,2700000000,48500000000,0,0,56700000000,56700000000,5100000000,0,0,CSCO,2014,Income Statement,47100000000,17400000000,2200000000,27500000000,17700000000,6300000000,37400000000,9800000000,55000000,-446000000,562000000,220000000,9700000000,-1900000000,7900000000,5200000000,5300000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
GOOGL,Alphabet Inc.,Technology,2014,Balance Sheet,16000000000,-551000000,64400000000,11600000000,0,4700000000,80700000000,32700000000,-8900000000,20200000000,22200000000,131100000000,1700000000,2000000000,6400000000,9900000000,16800000000,3200000000,-2000000000,4500000000,26600000000,0,0,104500000000,104500000000,680200000,0,0,GOOGL,2014,Income Statement,65800000000,20700000000,4600000000,40500000000,23800000000,9800000000,49100000000,16700000000,59000000,-378000000,111000000,240000000,17300000000,-3300000000,13700000000,675900000,687100000,21,19,-224000000,740000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
INTC,Intel Corp.,Technology,2014,Balance Sheet,2600000000,-3100000000,14100000000,4400000000,4300000000,5000000000,27700000000,79700000000,-46500000000,15300000000,17600000000,92000000000,2700000000,1600000000,4800000000,8200000000,16000000000,12100000000,-3200000000,2800000000,35200000000,0,0,55900000000,55900000000,4700000000,0,0,INTC,2014,Income Statement,55900000000,12000000000,8500000000,35300000000,19700000000,11600000000,40200000000,15700000000,669000000,-441000000,468000000,38000000,15800000000,-4100000000,11700000000,4900000000,5100000000,2,2,0,0,0,-69000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
JBT,John Bean Technologies Corporation,Technology,2014,Balance Sheet,33300000,3900000,33300000,176200000,111800000,59300000,387900000,380300000,-232700000,133300000,138800000,697800000,89500000,4200000,3400000,154200000,286400000,173800000,-11200000,24000000,578600000,0,0,119200000,119200000,29100000,7300000,0,JBT,2014,Income Statement,985700000,699100000,25300000,261300000,193900000,14600000,918300000,67400000,900000,-17000000,7600000,-600000,44700000,-13900000,30800000,29500000,29900000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
DTRM,Determine Inc.,Technology,2014,Balance Sheet,16900000,4800000,16900000,3000000,0,689000,20600000,3300000,-3000000,856000,886000,21800000,1400000,6900000,716000,5800000,14400000,0,0,0,15100000,0,3700000,3100000,6700000,4600000,0,0,DTRM,2014,Income Statement,15800000,8200000,246000,7400000,16300000,3000000,24700000,-8900000,982000,-227000,22000,0,-8200000,0,-8200000,3800000,3800000,-2,-3,0,0,0,0,0,0,-3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,3,0,0
CNI,Canadian National Railway Company,Transportation,2014,Balance Sheet,444600000,-146700000,444600000,883200000,289200000,166600000,1800000000,34300000000,-9700000000,53500000,996300000,27800000000,400600000,469700000,225300000,429100000,1900000000,6800000000,-6000000000,253800000,16200000000,0,0,11600000000,11600000000,809400000,0,0,CNI,2014,Income Statement,11000000000,5200000000,950700000,4800000000,631100000,0,6800000000,4200000000,0,-??,335900000,96900000,3900000000,-1100000000,2900000000,819900000,823500000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CSX,CSX Corporation,Transportation,2014,Balance Sheet,669000000,77000000,961000000,1100000000,273000000,209000000,2600000000,39300000000,-10800000000,63000000,541000000,33100000000,845000000,228000000,0,258000000,2100000000,9500000000,-8900000000,630000000,21900000000,0,0,11200000000,11200000000,991600000,0,0,CSX,2014,Income Statement,12700000000,7900000000,1200000000,3600000000,0,0,9100000000,3600000000,0,-??,545000000,-29000000,3000000000,-1100000000,1900000000,1000000000,1000000000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
DAL,Delta Air Lines Inc.,Transportation,2014,Balance Sheet,2100000000,-818000000,4400000000,3200000000,852000000,4000000000,12500000000,31300000000,-9300000000,14400000000,15300000000,54100000000,2600000000,1200000000,2100000000,10800000000,16900000000,8600000000,-4300000000,2100000000,45300000000,0,0,8800000000,8800000000,825300000,0,0,DAL,2014,Income Statement,40200000000,30200000000,1800000000,8300000000,1700000000,0,35400000000,4800000000,0,-3100000000,652000000,45000000,1100000000,-413000000,659000000,836000000,845000000,1,1,0,0,0,0,0,1800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
ESEA,Euroseas Ltd.,Transportation,2014,Balance Sheet,25700000,14000000,25700000,3000000,1800000,0,30800000,156100000,-29200000,0,335600,190600000,2400000,19500000,841900,3100000,25200000,34700000,0,779,59900000,0,30400000,100200000,130600000,5700000,348200,0,ESEA,2014,Income Statement,40600000,31200000,12100000,-2700000,8400000,0,51800000,-11100000,0,-3500000,2200000,40000,-17900000,0,-17900000,5500000,5500000,-4,-4,0,0,0,-2500000,0,0,-1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LUV,Southwest Airlines Co.,Transportation,2014,Balance Sheet,1300000000,-73000000,3000000000,365000000,342000000,709000000,4400000000,22500000000,-8200000000,1300000000,1500000000,20200000000,123000000,258000000,1700000000,5100000000,5900000000,2400000000,-3300000000,1400000000,13400000000,0,0,6800000000,6800000000,675600000,0,0,LUV,2014,Income Statement,18600000000,13100000000,938000000,4500000000,2200000000,0,16300000000,2300000000,0,-634000000,139000000,220000000,1800000000,-680000000,1100000000,687000000,696000000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
TK,Teekay Corporation,Transportation,2014,Balance Sheet,840600000,192200000,840600000,425200000,0,69500000,1300000000,11500000000,-2700000000,263200000,525200000,11900000000,85300000,658600000,163200000,521500000,1400000000,6100000000,-12600000,940900000,8500000000,-178800000,0,1100000000,1100000000,72500000,0,0,TK,2014,Income Statement,2000000000,937200000,422900000,633900000,205600000,0,1600000000,428200000,0,-247600000,208500000,27100000,6100000,-10200000,-54800000,72100000,72100000,-1,-1,0,0,-178800000,0,128100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
AIRT,Air T Inc.,Transportation,2014,Balance Sheet,3800000,-5400000,5200000,12600000,12200000,1100000,31200000,12300000,-8300000,0,2000000,37200000,6400000,0,902000,1100000,9000000,0,-842000,0,9900000,0,0,27400000,27400000,2400000,0,0,AIRT,2014,Income Statement,100800000,84600000,752400,15500000,12800000,0,98200000,2600000,-??,-??,0,34600,2700000,-1200000,1500000,2400000,2400000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0
DCIX,Diana Containerships Inc.,Transportation,2014,Balance Sheet,82600000,62300000,82600000,691000,2300000,845000,86400000,334400000,-27200000,0,6400000,409300000,1800000,5800000,1100000,1700000,9300000,143400000,0,169000,152800000,0,0,256400000,256400000,73200000,0,0,DCIX,2014,Income Statement,65700000,26900000,21900000,16900000,6300000,0,55100000,10600000,-??,-??,8000000,-712000,3200000,0,3200000,51600000,51600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
EGLE,Eagle Bulk Shipping Inc.,Transportation,2014,Balance Sheet,40000000,20300000,48300000,14700000,5700000,4600000,76600000,843200000,-8900000,0,2900000,913900000,11700000,15600000,9700000,13700000,41000000,204100000,0,4700000,249800000,0,0,664100000,664100000,37500000,3200000,0,EGLE,2014,Income Statement,154200000,117200000,70000000,-33000000,18600000,0,205800000,-51600000,-??,-428800000,63100000,115600,-543400000,0,-543400000,37500000,37500000,-14,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,0,1,0,0
FDX,FedEx Corporation,Transportation,2014,Balance Sheet,2900000000,-2000000000,2900000000,5500000000,463000000,852000000,9700000000,40700000000,-21100000000,2800000000,3800000000,33100000000,2000000000,1000000,1700000000,2100000000,5300000000,4700000000,-2100000000,1200000000,17800000000,0,0,15300000000,15300000000,318000000,0,0,FDX,2014,Income Statement,45600000000,33600000000,2600000000,9400000000,5900000000,0,42100000000,3400000000,-??,0,189000000,-15000000,3300000000,-1200000000,2100000000,307000000,310000000,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
NVGS,Navigator Holdings Ltd.,Transportation,2014,Balance Sheet,62500000,-132200000,62500000,7200000,4800000,10000000,84500000,1500000000,-179700000,0,9100000,1400000000,6400000,58400000,5300000,15400000,80200000,484500000,0,0,564700000,0,0,805700000,805700000,55300000,0,0,NVGS,2014,Income Statement,304900000,131000000,45800000,128100000,12600000,0,189400000,115500000,-??,-??,30300000,0,85400000,-903500,84500000,55300000,55500000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
NAO,Nordic American Offshore Ltd.,Transportation,2014,Balance Sheet,46400000,-63400000,46400000,3100000,235000,1700000,51700000,0,0,0,459000,322400000,1600000,0,424000,424000,3200000,0,0,0,3200000,0,0,319200000,319200000,23400000,350000,0,NAO,2014,Income Statement,52800000,24300000,11400000,17100000,5800000,0,41500000,11300000,-??,-??,1000000,-2300000,8100000,-1200000,6900000,20300000,20400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
